,구,지점명,주소,위도,경도
64,강남구,대치으뜸점,서울 강남구 대치동 960-15번지,37.5040289,127.0596393
65,강남구,대치은마사거리점,서울특별시 강남구 삼성로 238 (대치동),37.4985996,127.0613913
66,강남구,대치점,서울특별시 강남구 대치동 511번지,37.4935161,127.0673376
67,강남구,대치코스모점,서울특별시 강남구 영동대로86길 10 지상 1층(대치동),37.5077721,127.0648902
68,강남구,대치한티점,서울특별시 강남구 도곡로69길 14 (대치동),37.4982176,127.0559733
69,강남구,도곡2호,서울 강남구 남부순환로365길 38 (도곡동),37.4877342,127.039916
70,강남구,도곡3호점,서울 강남구 강남대로44길 21 (도곡동),37.4862203,127.0352575
71,강남구,도곡래미안점,서울특별시 강남구 남부순환로 2803 도곡동 삼성래미안상가 120호,37.48966619999999,127.05112
72,강남구,도곡렉슬점,"서울특별시 강남구 선릉로 225 1층 141,142호(도곡동, 도곡렉슬 상가)",37.4952942,127.0526604
73,강남구,도곡본점,서울특별시 강남구 논현로34길 34 1층,37.4846733,127.0446873
74,강남구,도곡스타점,서울특별시 강남구 도곡동 954-18,37.4855873,127.0358559
75,강남구,도곡SEI점,서울특별시 강남구 언주로 30길 39 (도곡동),37.4887091,127.0532038
76,강남구,롯데캐논점,서울특별시 강남구 삼성동 테헤란로 607,37.5094615,127.0639722
77,강남구,르네상스점,서울특별시 강남구 테헤란로37길 15 (역삼동),37.5031143,127.040374
78,강남구,리갈펠리스점,"서울특별시 강남구 도산대로 35길 46 (신사동, 리갈펠리스)",37.5237108,127.0307011
79,강남구,매봉역점,서울특별시 강남구 논현로38길 46 1층 전체(도곡동),37.4856358,127.0453783
80,강남구,매봉점,서울특별시 강남구 논현로28길 56 1층(도곡동),37.4845742,127.0463665
81,강남구,삼성10호점,서울특별시 강남구 삼성로 115길 46 (삼성동),37.5139612,127.048401
82,강남구,삼성5호점,서울특별시 강남구 봉은사로 114길 40 (삼성동),37.512342,127.0653162
83,강남구,삼성8호점,서울특별시 강남구 봉은사로 63길 11 (삼성동),37.5120946,127.0468795
84,강남구,삼성대웅점,서울특별시 강남구 봉은사로 638 (삼성동),37.5147764,127.0650608
85,강남구,삼성동래미안점,서울특별시 강남구 선릉로 130길 20 (삼성동 래미안삼성2차아파트상가),37.5161739,127.0434589
86,강남구,삼성예술점,서울특별시 강남구 삼성동 156-13,37.50945249999999,127.0560546
87,강남구,삼성페이토점,서울특별시 강남구 테헤란로87길 9 1층(삼성동),37.5084084,127.0586761
88,강남구,삼성한전점,서울특별시 강남구 영동대로96길 12 (삼성동 상민빌딩),37.5107008,127.0635676
